"Equipment_ID","Facility_Code","Type","Library_ID","Model","Manufacturer","Serial_Number","Power_Source","RefrigerAnt","CFC_Free","Gross_Refr_Volume","Net_Refr_Volume","Gross_Freezer_Volume","Net_Freezer_Volume","Year","Condition","Status","No_Monitor","Dial_Thermometer","Stem_Thermometer","Fridge_Tag","No_Spare_Parts","No_Finance","No_Fuel","Need_to_Board_Off","Days_Above_8","Days_Below_2"
"R-000063","02-30","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_well","In_use",,,,,,,,,,
"R-000071","02-33","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_well","In_use",,,,,,,,,,
"R-000077","02-35","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-000085","02-39","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-000087","02-39","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-000088","02-39","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-000089","02-40","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-000091","02-41","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-000096","02-44","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-000098","02-45","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-000196","03-1","CFAC","E397M","MF_214","Vestfrost",,"E","R134A","Yes",0,0,213,192,2009,"Working_well","In_use",,,,,,,,,,
"R-000202","03-5","CFAC","E397M","MF_214","Vestfrost",,"E","R134A","Yes",0,0,213,192,2009,"Working_well","In_use",,,,,,,,,,
"R-000229","03-19","CFAC","E397M","MF_214","Vestfrost",,"E","R134A","Yes",0,0,213,192,2009,"Not_working","Not_in_use",,,,,,,,,,
"R-000293","03-64","CFAC","E397M","MF_214","Vestfrost",,"E","R134A","Yes",0,0,213,192,2009,"Working_well","In_use",,,,,,,,,,
"R-000047","02-22","URAC","U003","DOMESTIC","UNKNOWN",,"E","R134A","Yes",160,0,0,0,2008,"Working_well","In_use",,,,,,,,,,
"R-001360","06-84","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-001369","06-88","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-001372","06-89","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_well","In_use",,,,,,,,,,
"R-001375","06-91","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_well","In_use",,,,,,,,,,
"R-001422","06-113","UREK","E385M","V_170_EK","SIBIR",,"EK","NH3","Yes",170,55,47,36,1999,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-000475","01-24","UREK","E387M","V_110_EK","SIBIR",,"EK","NH3","Yes",110,17,15,0,1999,"Working_well","In_use",,,,,,,,,,
"R-000220","03-14","CFAC","E397M","MF_214","Vestfrost",,"E","R134A","Yes",0,0,213,192,2010,"Not_working","Not_in_use",,,,,,,,,,
"R-001376","06-92","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-001393","06-100","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_well","In_use",,,,,,,,,,
"R-001415","06-126","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_well","In_use",,,,,,,,,,
"R-001418","06-128","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_well","In_use",,,,,,,,,,
"R-001419","06-129","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Not_working","Not_in_use",,,,,,,,,,
"R-001423","06-113","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-001425","06-114","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_well","In_use",,,,,,,,,,
"R-001429","06-116","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-001431","06-117","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_well","In_use",,,,,,,,,,
"R-000029","02-9","ILR","E324M","TCW_1152","DOMETIC",,"E","R134A","Yes",250,169,0,0,1999,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-000194","03-1","ILR","E324M","TCW_1152","DOMETIC",,"E","R134A","Yes",250,169,0,0,1999,"Working_well","In_use",,,,,,,,,,
"R-000546","01-58","UREK","E387M","V_110_EK","SIBIR",,"EK","NH3","Yes",110,17,15,0,1999,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-000834","04-45","UREK","E389M","PR_245_EK","ZERO",,"EK","NH3","Yes",107,18,20,0,2001,"Not_working","Not_in_use",,,,,,,,,,
"R-000562","01-65","CFAC","E397M","MF_214","Vestfrost",,"E","R134A","Yes",0,0,213,192,2010,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-000228","03-19","ILR","E324M","TCW_1152","DOMETIC",,"E","R134A","Yes",250,169,0,0,1999,"Not_working","Not_in_use",,,,,,,,,,
"R-000699","01-129","ILR","E324M","TCW_1152","DOMETIC",,"E","R134A","Yes",250,169,0,0,1999,"Working_well","In_use",,,,,,,,,,
"R-000966","05-17","ILR","E324M","TCW_1152","DOMETIC",,"E","R134A","Yes",250,169,0,0,1999,"Working_well","In_use",,,,,,,,,,
"R-001162","05-115","ILR","E324M","TCW_1152","DOMETIC",,"E","R134A","Yes",250,169,0,0,1999,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-000192","03-1","ILR","E362M","TCW_1990","DOMETIC",,"E","R134A","Yes",66,37.5,17,0,1999,"Working_well","In_use",,,,,,,,,,
"R-000616","01-94","ILR","E362M","TCW_1990","DOMETIC",,"E","R134A","Yes",66,37.5,17,0,1999,"Not_working","Not_in_use",,,,,,,,,,
"R-000696","01-127","ILR","E362M","TCW_1990","DOMETIC",,"E","R134A","Yes",66,37.5,17,0,1999,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-001033","05-49","ILR","E362M","TCW_1990","DOMETIC",,"E","R134A","Yes",66,37.5,17,0,1999,"Working_well","In_use",,,,,,,,,,
"R-001163","05-115","ILR","E362M","TCW_1990","DOMETIC",,"E","R134A","Yes",66,37.5,17,0,1999,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-001232","06-13","ILR","E362M","TCW_1990","DOMETIC",,"E","R134A","Yes",66,37.5,17,0,1999,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-001268","06-40","ILR","E362M","TCW_1990","DOMETIC",,"E","R134A","Yes",66,37.5,17,0,1999,"Working_well","In_use",,,,,,,,,,
"R-000109","02-48","CFEK","E373M","FCW_20_EK","DOMETIC",,"EK","NH3","Yes",0,0,18,14,2000,"Working_well","In_use",,,,,,,,,,
"R-000363","03-108","CFEK","E373M","FCW_20_EK","DOMETIC",,"EK","NH3","Yes",0,0,18,14,2000,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-001106","05-95","UREK","E387M","V_110_EK","SIBIR",,"EK","NH3","Yes",110,17,15,0,1999,"Not_working","Not_in_use",,,,,,,,,,
"R-001129","05-103","UREK","E387M","V_110_EK","SIBIR",,"EK","NH3","Yes",110,17,15,0,1999,"Not_working","Not_in_use",,,,,,,,,,
"R-000665","01-113","CFEK","E373M","FCW_20_EK","DOMETIC",,"EK","NH3","Yes",0,0,18,14,2000,"Working_well","In_use",,,,,,,,,,
"R-000667","01-114","CFEK","E373M","FCW_20_EK","DOMETIC",,"EK","NH3","Yes",0,0,18,14,2000,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-000669","01-115","CFEK","E373M","FCW_20_EK","DOMETIC",,"EK","NH3","Yes",0,0,18,14,2000,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-000688","01-121","CFEK","E373M","FCW_20_EK","DOMETIC",,"EK","NH3","Yes",0,0,18,14,2000,"Working_well","In_use",,,,,,,,,,
"R-000896","04-75","CFEK","E373M","FCW_20_EK","DOMETIC",,"EK","NH3","Yes",0,0,18,14,2000,"Not_working","Not_in_use",,,,,,,,,,
"R-000911","04-83","CFEK","E373M","FCW_20_EK","DOMETIC",,"EK","NH3","Yes",0,0,18,14,2000,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-001176","05-123","CFEK","E373M","FCW_20_EK","DOMETIC",,"EK","NH3","Yes",0,0,18,14,2000,"Working_well","In_use",,,,,,,,,,
"R-001313","06-60","CFEK","E373M","FCW_20_EK","DOMETIC",,"EK","NH3","Yes",0,0,18,14,2000,"Not_working","Not_in_use",,,,,,,,,,
"R-001322","06-65","CFEK","E373M","FCW_20_EK","DOMETIC",,"EK","NH3","Yes",0,0,18,14,2000,"Not_working","Not_in_use",,,,,,,,,,
"R-001325","06-66","CFEK","E373M","FCW_20_EK","DOMETIC",,"EK","NH3","Yes",0,0,18,14,2000,"Working_well","In_use",,,,,,,,,,
"R-000658","01-110","UREK","E387M","V_170_EK","SIBIR",,"EK","NH3","Yes",170,55,47,36,2000,"Working_well","In_use",,,,,,,,,,
"R-001166","05-118","UREK","E389M","PR_245_EK","ZERO",,"EK","NH3","Yes",107,18,20,0,1999,"Working_well","In_use",,,,,,,,,,
"R-001094","05-87","CFAC","E397M","MF_214","Vestfrost",,"E","R134A","Yes",0,0,213,192,2010,"Working_well","In_use",,,,,,,,,,
,"04-33","CFAC","E398M","MF_314","Vestfrost",,"E","R134A","Yes",0,0,323,264,2011,"Working_well","In_use",,,,,,,,,,
"R-001332","06-72","CFEK","E373M","FCW_20_EK","DOMETIC",,"EK","NH3","Yes",0,0,18,14,2000,"Not_working","Not_in_use",,,,,,,,,,
"R-001403","06-106","CFEK","E373M","FCW_20_EK","DOMETIC",,"EK","NH3","Yes",0,0,18,14,2000,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-001406","06-108","CFEK","E373M","FCW_20_EK","DOMETIC",,"EK","NH3","Yes",0,0,18,14,2000,"Not_working","Not_in_use",,,,,,,,,,
"R-001434","06-118","CFEK","E373M","FCW_20_EK","DOMETIC",,"EK","NH3","Yes",0,0,18,14,2000,"Working_well","In_use",,,,,,,,,,
"R-000046","02-21","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2000,"Working_well","In_use",,,,,,,,,,
"R-000108","02-48","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2000,"Working_well","In_use",,,,,,,,,,
"R-000362","03-108","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2000,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-000365","03-110","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2000,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-000470","01-20","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2000,"Working_well","In_use",,,,,,,,,,
"R-000804","04-34","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2000,"Working_well","In_use",,,,,,,,,,
"R-000805","04-34","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2000,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-000818","04-40","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2000,"Working_well","In_use",,,,,,,,,,
"R-000895","04-75","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2000,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-000985","05-25","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2000,"Working_well","In_use",,,,,,,,,,
"R-001031","05-49","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2000,"Not_working","Not_in_use",,,,,,,,,,
"R-001034","05-50","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2000,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-001035","05-51","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2000,"Working_well","In_use",,,,,,,,,,
"R-001036","05-52","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2000,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-001051","05-61","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2000,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-001312","06-60","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2000,"Working_well","In_use",,,,,,,,,,
"R-001324","06-66","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2000,"Working_well","In_use",,,,,,,,,,
"R-001331","06-72","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2000,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-000642","01-106","UREK","E385M","V_170_EK","SIBIR",,"EK","NH3","Yes",170,55,47,36,2000,"Not_working","Not_in_use",,,,,,,,,,
"R-000072","02-34","UREK","E385M","V_170_EK","SIBIR",,"EK","NH3","Yes",170,55,47,36,2000,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-000519","01-44","UREK","E387M","V_110_EK","SIBIR",,"EK","NH3","Yes",110,17,15,0,2000,"Not_working","Not_in_use",,,,,,,,,,
"R-000340","03-94","URAC","U003","DOMESTIC","UNKNOWN",,"E","R134A","Yes",160,0,0,0,2002,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-000110","02-49","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_well","In_use",,,,,,,,,,
"R-000113","02-50","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_well","In_use",,,,,,,,,,
"R-000115","02-51","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_well","In_use",,,,,,,,,,
"R-000117","02-52","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_well","In_use",,,,,,,,,,
"R-000157","02-77","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Not_working","Not_in_use",,,,,,,,,,
"R-000161","02-79","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Not_working","Not_in_use",,,,,,,,,,
"R-000221","03-15","URAC","U003","DOMESTIC","UNKNOWN",,"E","R134A","Yes",160,0,0,0,2001,"Working_well","In_use",,,,,,,,,,
"R-000210","03-10","URAC","U003","DOMESTIC","UNKNOWN",,"E","R134A","Yes",160,0,0,0,2007,"Working_well","In_use",,,,,,,,,,
"R-000219","03-14","URAC","U003","DOMESTIC","UNKNOWN",,"E","R134A","Yes",160,0,0,0,2005,"Working_well","In_use",,,,,,,,,,
"R-000349","03-101","CFAC","E397M","MF_214","Vestfrost",,"E","R134A","Yes",0,0,213,192,2009,"Working_well","In_use",,,,,,,,,,
"R-000396","03-125","CFAC","E397M","MF_214","Vestfrost",,"E","R134A","Yes",0,0,213,192,2009,"Working_well","In_use",,,,,,,,,,
"R-000477","01-25","CFAC","E397M","MF_214","Vestfrost",,"E","R134A","Yes",0,0,213,192,2009,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-000345","03-97","URAC","U003","DOMESTIC","UNKNOWN",,"E","R134A","Yes",160,0,0,0,1997,"Working_well","In_use",,,,,,,,,,
"R-000166","02-81","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Not_working","Not_in_use",,,,,,,,,,
"R-000168","02-82","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Not_working","Not_in_use",,,,,,,,,,
"R-000171","02-83","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Not_working","Not_in_use",,,,,,,,,,
"R-000176","02-84","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_well","In_use",,,,,,,,,,
"R-000182","02-86","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_well","In_use",,,,,,,,,,
"R-000231","03-21","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-000238","03-27","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_well","In_use",,,,,,,,,,
"R-000275","03-56","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_well","In_use",,,,,,,,,,
"R-000235","03-25","URAC","U003","DOMESTIC","UNKNOWN",,"E","R134A","Yes",160,0,0,0,2005,"Working_well","In_use",,,,,,,,,,
"R-000263","03-47","URAC","U003","DOMESTIC","UNKNOWN",,"E","R134A","Yes",160,0,0,0,2003,"Working_well","In_use",,,,,,,,,,
"R-000445","01-9","UREK","E385M","V_170_EK","SIBIR",,"EK","NH3","Yes",170,55,47,36,1999,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-001185","05-129","URAC","U003","DOMESTIC","UNKNOWN",,"E","R134A","Yes",160,0,0,0,2007,"Working_well","In_use",,,,,,,,,,
"R-000516","01-44","CFAC","E397M","MF_214","Vestfrost",,"E","R134A","Yes",0,0,213,192,2009,"Working_well","In_use",,,,,,,,,,
"R-000256","03-40","URAC","U003","DOMESTIC","UNKNOWN",,"E",,"Yes",0,0,0,0,2008,"Working_well","In_use",,,,,,,,,,
"R-000277","03-57","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-000280","03-58","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Not_working","Not_in_use",,,,,,,,,,
"R-000448","01-11","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_well","In_use",,,,,,,,,,
"R-000452","01-12","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Not_working","Not_in_use",,,,,,,,,,
"R-000455","01-13","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Not_working","Not_in_use",,,,,,,,,,
"R-000456","01-14","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_well","In_use",,,,,,,,,,
"R-000462","01-16","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_well","In_use",,,,,,,,,,
"R-000464","01-17","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_well","In_use",,,,,,,,,,
"R-000468","01-19","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_well","In_use",,,,,,,,,,
"R-000607","01-89","CFAC","E397M","MF_214","Vestfrost",,"E","R134A","Yes",0,0,213,192,2009,"Working_well","In_use",,,,,,,,,,
"R-000471","01-21","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_well","In_use",,,,,,,,,,
"R-000474","01-23","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_well","In_use",,,,,,,,,,
"R-000482","01-25","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_well","In_use",,,,,,,,,,
"R-000488","01-30","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_well","In_use",,,,,,,,,,
"R-000491","01-31","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_well","In_use",,,,,,,,,,
"R-000494","01-33","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Not_working","Not_in_use",,,,,,,,,,
"R-000499","01-36","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-000504","01-39","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_well","In_use",,,,,,,,,,
"R-000505","01-40","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_well","In_use",,,,,,,,,,
"R-000507","01-41","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_well","In_use",,,,,,,,,,
"R-000510","01-42","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_well","In_use",,,,,,,,,,
"R-000511","01-43","UREK","E385M","V_170_EK","SIBIR",,"EK","NH3","Yes",170,55,47,36,1999,"Working_well","In_use",,,,,,,,,,
"R-000638","01-103","CFAC","E397M","MF_214","Vestfrost",,"E","R134A","Yes",0,0,213,192,2009,"Working_well","In_use",,,,,,,,,,
"R-000753","04-10","CFAC","E397M","MF_214","Vestfrost",,"E","R134A","Yes",0,0,213,192,2009,"Working_well","In_use",,,,,,,,,,
"R-000513","01-43","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Not_working","Not_in_use",,,,,,,,,,
"R-000514","01-44","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_well","In_use",,,,,,,,,,
"R-000520","01-45","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_well","In_use",,,,,,,,,,
"R-000522","01-46","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_well","In_use",,,,,,,,,,
"R-000528","01-49","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Not_working","Not_in_use",,,,,,,,,,
"R-000530","01-51","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-000532","01-53","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_well","In_use",,,,,,,,,,
"R-000533","01-53","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_well","In_use",,,,,,,,,,
"R-000534","01-54","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_well","In_use",,,,,,,,,,
"R-000542","01-56","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_well","In_use",,,,,,,,,,
"R-000550","01-60","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-000565","01-66","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_well","In_use",,,,,,,,,,
"R-000760","04-12","CFAC","E397M","MF_214","Vestfrost",,"E","R134A","Yes",0,0,213,192,2009,"Working_well","In_use",,,,,,,,,,
"R-000346","03-98","URAC","U003","DOMESTIC","UNKNOWN",,"E","R134A","Yes",160,0,0,0,2006,"Working_well","In_use",,,,,,,,,,
"R-000347","03-99","URAC","U003","DOMESTIC","UNKNOWN",,"E","R134A","Yes",160,0,0,0,2008,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-000236","03-25","URAC","U003","DOMESTIC","UNKNOWN",,"E","R134A","Yes",160,0,0,0,2005,"Working_well","In_use",,,,,,,,,,
"R-000567","01-67","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_well","In_use",,,,,,,,,,
"R-000570","01-68","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_well","In_use",,,,,,,,,,
"R-000573","01-69","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_well","In_use",,,,,,,,,,
"R-000577","01-70","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_well","In_use",,,,,,,,,,
"R-000579","01-71","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_well","In_use",,,,,,,,,,
"R-000581","01-72","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_well","In_use",,,,,,,,,,
"R-000586","01-75","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,1999,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-000518","01-44","UREG","E390M","GR_245_K/E","ZERO",,"EK","NH3","Yes",107,18,20,0,2000,"Not_working","Not_in_use",,,,,,,,,,
"R-001402","06-106","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2000,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-001414","06-125","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2000,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-001433","06-118","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2000,"Working_well","In_use",,,,,,,,,,
"R-000370","03-112","ILR","E324M","TCW_1152","DOMETIC",,"E","R134A","Yes",250,169,0,0,2000,"Working_well","In_use",,,,,,,,,,
