"Equipment_ID","Facility_Code","Type","Library_ID","Model","Manufacturer","Serial_Number","Power_Source","RefrigerAnt","CFC_Free","Gross_Refr_Volume","Net_Refr_Volume","Gross_Freezer_Volume","Net_Freezer_Volume","Year","Condition","Status","No_Monitor","Dial_Thermometer","Stem_Thermometer","Fridge_Tag","No_Spare_Parts","No_Finance","No_Fuel","Need_to_Board_Off","Days_Above_8","Days_Below_2"
"R-000066","02-31","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2008,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-000095","02-43","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2008,"Working_well","In_use",,,,,,,,,,
"R-000120","02-55","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2008,"Working_well","In_use",,,,,,,,,,
"R-000159","02-78","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2008,"Working_well","In_use",,,,,,,,,,
"R-000165","02-80","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2008,"Working_well","In_use",,,,,,,,,,
"R-000234","03-24","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2008,"Working_well","In_use",,,,,,,,,,
"R-000273","03-54","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2008,"Working_well","In_use",,,,,,,,,,
"R-000264","03-48","URAC","U003","DOMESTIC","UNKNOWN",,"E","R134A","Yes",160,0,0,0,2005,"Working_well","In_use",,,,,,,,,,
"R-000289","03-62","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2008,"Working_well","In_use",,,,,,,,,,
"R-000318","03-81","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2008,"Working_well","In_use",,,,,,,,,,
"R-000322","03-84","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2008,"Working_well","In_use",,,,,,,,,,
"R-000329","03-88","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2008,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-000361","03-107","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2008,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-000371","03-113","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2008,"Working_well","In_use",,,,,,,,,,
"R-000392","03-124","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2008,"Working_well","In_use",,,,,,,,,,
"R-000410","03-133","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2008,"Working_well","In_use",,,,,,,,,,
"R-000495","01-33","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2008,"Working_well","In_use",,,,,,,,,,
"R-000610","01-90","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2008,"Working_well","In_use",,,,,,,,,,
"R-000662","01-111","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2008,"Not_working","Not_in_use",,,,,,,,,,
"R-000663","01-112","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2008,"Working_well","In_use",,,,,,,,,,
"R-001373","06-90","UREK","E385M","V_170_EK","SIBIR",,"EK","NH3","Yes",170,55,47,36,2004,"Working_well","In_use",,,,,,,,,,
"R-000720","01-135","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2008,"Working_well","In_use",,,,,,,,,,
"R-000741","04-4","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2008,"Working_well","In_use",,,,,,,,,,
"R-000747","04-6","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2008,"Not_working","Not_in_use",,,,,,,,,,
"R-000777","04-21","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2008,"Working_well","In_use",,,,,,,,,,
"R-000798","04-31","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2008,"Working_well","In_use",,,,,,,,,,
"R-000808","04-36","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2008,"Working_well","In_use",,,,,,,,,,
"R-000838","04-47","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2008,"Working_well","In_use",,,,,,,,,,
"R-000862","04-76","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2008,"Working_well","In_use",,,,,,,,,,
"R-000922","04-87","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2008,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-000968","05-18","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2008,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-000574","01-69","UREK","E385M","V_170_EK","SIBIR",,"EK","NH3","Yes",170,55,47,36,2005,"Not_working","Not_in_use",,,,,,,,,,
"R-001131","05-104","ILR","E003011","MK_204","Vestfrost",,"E","R134A","Yes",136,75,0,0,2009,"Working_well","In_use",,,,,,,,,,
"R-001029","05-48","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2008,"Working_well","In_use",,,,,,,,,,
"R-001039","05-54","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2008,"Working_well","In_use",,,,,,,,,,
"R-001042","05-57","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2008,"Working_well","In_use",,,,,,,,,,
"R-001095","05-88","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2008,"Working_well","In_use",,,,,,,,,,
"R-001122","05-100","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2008,"Not_working","Not_in_use",,,,,,,,,,
"R-001124","05-102","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2008,"Working_well","In_use",,,,,,,,,,
"R-001125","05-102","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2008,"Working_well","In_use",,,,,,,,,,
"R-001181","05-126","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2008,"Working_well","In_use",,,,,,,,,,
"R-001229","06-11","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2008,"Working_well","In_use",,,,,,,,,,
"R-001248","06-25","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2008,"Not_working","Not_in_use",,,,,,,,,,
"R-001266","06-39","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2008,"Working_well","In_use",,,,,,,,,,
"R-001327","06-68","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2008,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-001112","05-98","UREK","E385M","V_170_EK","SIBIR",,"EK","NH3","Yes",170,55,47,36,2005,"Working_well","In_use",,,,,,,,,,
"R-001135","05-105","ILR","E003011","MK_204","Vestfrost",,"E","R134A","Yes",136,75,0,0,2009,"Working_well","In_use",,,,,,,,,,
"R-001338","06-74","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2008,"Working_well","In_use",,,,,,,,,,
"R-001356","06-82","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2008,"Working_well","In_use",,,,,,,,,,
"R-001366","06-86","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2008,"Not_working","Not_in_use",,,,,,,,,,
"R-001381","06-95","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2008,"Working_well","In_use",,,,,,,,,,
"R-001396","06-101","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2008,"Not_working","Not_in_use",,,,,,,,,,
"R-001416","06-127","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2008,"Working_well","In_use",,,,,,,,,,
"R-001427","06-115","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2008,"Working_well","In_use",,,,,,,,,,
"R-001439","06-122","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2008,"Working_well","In_use",,,,,,,,,,
"R-000575","01-69","ILR","E362M","TCW_1990","DOMETIC",,"E","R134A","Yes",66,37.5,17,0,2008,"Working_well","In_use",,,,,,,,,,
"R-000751","04-10","ILR","E362M","TCW_1990","DOMETIC",,"E","R134A","Yes",66,37.5,17,0,2008,"Working_well","In_use",,,,,,,,,,
"R-000042","02-19","ILR","E3111M","TCW_2000_AC","DOMETIC",,"E","R134A","Yes",118,60,42,0,2008,"Working_well","In_use",,,,,,,,,,
"R-000980","05-22","UREK","E385M","V_170_EK","SIBIR",,"EK","NH3","Yes",170,55,47,36,2007,"Working_well","In_use",,,,,,,,,,
"R-000480","01-25","UREK","E389M","PR_245_EK","ZERO",,"EK","NH3","Yes",107,18,20,0,2001,"Working_well","In_use",,,,,,,,,,
"R-001136","05-106","ILR","E003011","MK_204","Vestfrost",,"E","R134A","Yes",136,75,0,0,2009,"Working_well","In_use",,,,,,,,,,
"R-000031","02-9","ILR","E3107","TCW_3000","DOMETIC",,"E","R134A","Yes",278,126.5,0,0,2008,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-000227","03-19","ILR","E3107","TCW_3000","DOMETIC",,"E","R134A","Yes",278,126.5,0,0,2008,"Working_well","In_use",,,,,,,,,,
"R-000320","03-83","ILR","E3107","TCW_3000","DOMETIC",,"E","R134A","Yes",278,126.5,0,0,2008,"Working_well","In_use",,,,,,,,,,
"R-000381","03-119","ILR","E3107","TCW_3000","DOMETIC",,"E","R134A","Yes",278,126.5,0,0,2008,"Working_well","In_use",,,,,,,,,,
"R-000995","05-30","ILR","E3107","TCW_3000","DOMETIC",,"E","R134A","Yes",278,126.5,0,0,2008,"Working_well","In_use",,,,,,,,,,
"R-001032","05-49","ILR","E3107","TCW_3000","DOMETIC",,"E","R134A","Yes",278,126.5,0,0,2008,"Working_well","In_use",,,,,,,,,,
"R-001144","05-108","ILR","E3107","TCW_3000","DOMETIC",,"E","R134A","Yes",278,126.5,0,0,2008,"Working_well","In_use",,,,,,,,,,
"R-001188","05-130","ILR","E3107","TCW_3000","DOMETIC",,"E","R134A","Yes",278,126.5,0,0,2008,"Working_well","In_use",,,,,,,,,,
"R-001386","06-97","ILR","E3107","TCW_3000","DOMETIC",,"E","R134A","Yes",278,126.5,0,0,2008,"Working_well","In_use",,,,,,,,,,
"R-000368","03-111","IFAC","E003004","TFW_800","DOMETIC",,"E","R134A","Yes",0,0,247,0,2008,"Working_well","In_use",,,,,,,,,,
"R-000025","02-5","UREK","E385M","V_170_EK","SIBIR",,"EK","NH3","Yes",170,55,47,36,2009,"Working_well","In_use",,,,,,,,,,
"R-001145","05-108","ILR","E003011","MK_204","Vestfrost",,"E","R134A","Yes",136,75,0,0,2009,"Working_well","In_use",,,,,,,,,,
"R-001157","05-113","ILR","E003011","MK_204","Vestfrost",,"E","R134A","Yes",136,75,0,0,2009,"Working_well","In_use",,,,,,,,,,
"R-001159","05-114","ILR","E003011","MK_204","Vestfrost",,"E","R134A","Yes",136,75,0,0,2009,"Working_well","In_use",,,,,,,,,,
"R-000687","01-121","CFEK","E373M","FCW_20_EK","DOMETIC",,"EK","NH3","Yes",0,0,18,14,2009,"Working_well","In_use",,,,,,,,,,
"R-000028","02-8","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2009,"Working_well","In_use",,,,,,,,,,
"R-000035","02-14","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2009,"Working_well","In_use",,,,,,,,,,
"R-000045","02-20","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2009,"Working_well","In_use",,,,,,,,,,
"R-000073","02-34","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2009,"Working_well","In_use",,,,,,,,,,
"R-000075","02-34","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2009,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-000076","02-35","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2009,"Working_well","In_use",,,,,,,,,,
"R-000078","02-36","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2009,"Working_well","In_use",,,,,,,,,,
"R-000093","02-42","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2009,"Working_well","In_use",,,,,,,,,,
"R-000137","02-65","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2009,"Working_well","In_use",,,,,,,,,,
"R-000162","02-79","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2009,"Working_well","In_use",,,,,,,,,,
"R-000181","02-67","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2009,"Working_well","In_use",,,,,,,,,,
"R-000274","03-55","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2009,"Working_well","In_use",,,,,,,,,,
"R-000129","02-60","UREK","E385M","V_170_EK","SIBIR",,"EK","NH3","Yes",170,55,47,36,2009,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-000298","03-68","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2009,"Working_well","In_use",,,,,,,,,,
"R-000302","03-71","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2009,"Working_well","In_use",,,,,,,,,,
"R-000316","03-80","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2009,"Working_well","In_use",,,,,,,,,,
"R-000353","03-102","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2009,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-000364","03-109","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2009,"Working_well","In_use",,,,,,,,,,
"R-000373","03-115","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2009,"Working_well","In_use",,,,,,,,,,
"R-000386","03-121","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2009,"Working_well","In_use",,,,,,,,,,
"R-000390","03-122","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2009,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-000391","03-123","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2009,"Working_well","In_use",,,,,,,,,,
"R-000492","01-31","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2009,"Working_well","In_use",,,,,,,,,,
"R-000531","01-52","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2009,"Working_well","In_use",,,,,,,,,,
"R-000559","01-65","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2009,"Working_well","In_use",,,,,,,,,,
"R-000598","01-82","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2009,"Working_well","In_use",,,,,,,,,,
"R-001173","05-122","ILR","E003011","MK_204","Vestfrost",,"E","R134A","Yes",136,75,0,0,2009,"Working_well","In_use",,,,,,,,,,
"R-000601","01-85","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2009,"Working_well","In_use",,,,,,,,,,
"R-000605","01-88","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2009,"Working_well","In_use",,,,,,,,,,
"R-000618","01-95","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2009,"Not_working","Not_in_use",,,,,,,,,,
"R-000715","01-133","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2009,"Working_well","In_use",,,,,,,,,,
"R-000749","04-8","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2009,"Working_well","In_use",,,,,,,,,,
"R-000756","04-11","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2009,"Working_well","In_use",,,,,,,,,,
"R-000823","04-42","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2009,"Working_well","In_use",,,,,,,,,,
"R-000828","04-44","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2009,"Working_well","In_use",,,,,,,,,,
"R-000842","04-49","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2009,"Working_well","In_use",,,,,,,,,,
"R-000851","04-53","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2009,"Working_well","In_use",,,,,,,,,,
"R-000852","04-54","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2009,"Not_working","Not_in_use",,,,,,,,,,
"R-000857","04-57","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2009,"Not_working","Not_in_use",,,,,,,,,,
"R-000863","04-59","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2009,"Working_well","In_use",,,,,,,,,,
,"04-12","UREK","E385M","V_170_EK","SIBIR",,"EK","NH3","Yes",170,55,47,36,2010,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-000982","05-23","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2009,"Not_working","Not_in_use",,,,,,,,,,
"R-000986","05-25","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2009,"Not_working","Not_in_use",,,,,,,,,,
"R-000991","05-28","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2009,"Working_well","In_use",,,,,,,,,,
"R-001041","05-56","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2009,"Working_well","In_use",,,,,,,,,,
"R-001081","05-80","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2009,"Working_well","In_use",,,,,,,,,,
"R-001102","05-92","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2009,"Working_well","In_use",,,,,,,,,,
"R-001155","05-111","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2009,"Working_well","In_use",,,,,,,,,,
"R-001246","06-23","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2009,"Working_well","In_use",,,,,,,,,,
"R-001254","06-29","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2009,"Working_well","In_use",,,,,,,,,,
"R-001255","06-30","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2009,"Working_well","In_use",,,,,,,,,,
"R-001288","06-47","CREK","E391M","RCW_50_EK","DOMETIC",,"EK","NH3","Yes",70,24,2.4,0,2009,"Working_well","In_use",,,,,,,,,,
"R-001443","06-124","URAC","U003","DOMESTIC","BEKO",,"E",,"Yes",0,0,0,0,2006,"Working_but_needs_maintenance","In_use",,,,,,,,,,
"R-000931","04-55","ILR","E3111M","TCW_2000_AC","DOMETIC",,"E","R134A","Yes",118,60,42,0,2010,"Working_well","In_use",,,,,,,,,,
"R-001068","05-69","ILR","E3111M","TCW_2000_AC","DOMETIC",,"E","R134A","Yes",118,60,42,0,2010,"Working_well","In_use",,,,,,,,,,
"R-001195","05-14","ILR","E3111M","TCW_2000_AC","DOMETIC",,"E","R134A","Yes",118,60,42,0,2010,"Working_well","In_use",,,,,,,,,,
"R-001196","05-18","ILR","E3111M","TCW_2000_AC","DOMETIC",,"E","R134A","Yes",118,60,42,0,2010,"Working_well","In_use",,,,,,,,,,
"R-001197","05-27","ILR","E3111M","TCW_2000_AC","DOMETIC",,"E","R134A","Yes",118,60,42,0,2010,"Working_well","In_use",,,,,,,,,,
"R-001198","05-50","ILR","E3111M","TCW_2000_AC","DOMETIC",,"E","R134A","Yes",118,60,42,0,2010,"Working_well","In_use",,,,,,,,,,
"R-001199","05-52","ILR","E3111M","TCW_2000_AC","DOMETIC",,"E","R134A","Yes",118,60,42,0,2010,"Working_well","In_use",,,,,,,,,,
"R-001200","05-60","ILR","E3111M","TCW_2000_AC","DOMETIC",,"E","R134A","Yes",118,60,42,0,2010,"Working_well","In_use",,,,,,,,,,
"R-001226","06-9","ILR","E3111M","TCW_2000_AC","DOMETIC",,"E","R134A","Yes",118,60,42,0,2010,"Working_well","In_use",,,,,,,,,,
"R-001241","06-20","ILR","E3111M","TCW_2000_AC","DOMETIC",,"E","R134A","Yes",118,60,42,0,2010,"Working_well","In_use",,,,,,,,,,
"R-001306","06-57","ILR","E3111M","TCW_2000_AC","DOMETIC",,"E","R134A","Yes",118,60,42,0,2010,"Working_well","In_use",,,,,,,,,,
"R-001411","06-112","UREK","E385M","V_170_EK","SIBIR",,"EK","NH3","Yes",170,55,47,36,2010,"Working_well","In_use",,,,,,,,,,
"R-001421","06-73","UREK","E385M","V_170_EK","SIBIR",,"EK","NH3","Yes",170,55,47,36,2010,"Working_well","In_use",,,,,,,,,,
"R-001174","05-123","ILR","E003011","MK_204","Vestfrost",,"E","R134A","Yes",136,75,0,0,2010,"Working_well","In_use",,,,,,,,,,
"R-001314","06-61","ILR","E3111M","TCW_2000_AC","DOMETIC",,"E","R134A","Yes",118,60,42,0,2010,"Working_well","In_use",,,,,,,,,,
"R-001444","06-32","ILR","E3111M","TCW_2000_AC","DOMETIC",,"E","R134A","Yes",118,60,42,0,2010,"Working_well","In_use",,,,,,,,,,
"R-001445","06-33","ILR","E3111M","TCW_2000_AC","DOMETIC",,"E","R134A","Yes",118,60,42,0,2010,"Working_well","In_use",,,,,,,,,,
"R-001446","06-37","ILR","E3111M","TCW_2000_AC","DOMETIC",,"E","R134A","Yes",118,60,42,0,2010,"Working_well","In_use",,,,,,,,,,
"R-001447","06-44","ILR","E3111M","TCW_2000_AC","DOMETIC",,"E","R134A","Yes",118,60,42,0,2010,"Working_well","In_use",,,,,,,,,,
"R-001448","06-52","ILR","E3111M","TCW_2000_AC","DOMETIC",,"E","R134A","Yes",118,60,42,0,2010,"Working_well","In_use",,,,,,,,,,
"R-001449","06-68","ILR","E3111M","TCW_2000_AC","DOMETIC",,"E","R134A","Yes",118,60,42,0,2010,"Working_well","In_use",,,,,,,,,,
"R-001451","06-110","ILR","E3111M","TCW_2000_AC","DOMETIC",,"E","R134A","Yes",118,60,42,0,2010,"Working_well","In_use",,,,,,,,,,
,"02-9","UREK","E385M","V_170_EK","SIBIR",,"EK","NH3","Yes",170,55,47,36,2011,"Working_well","In_use",,,,,,,,,,
"R-001177","05-124","ILR","E003011","MK_204","Vestfrost",,"E","R134A","Yes",136,75,0,0,2010,"Working_well","In_use",,,,,,,,,,
"R-001225","06-8","ILR","E003011","MK_204","Vestfrost",,"E","R134A","Yes",136,75,0,0,2010,"Working_well","In_use",,,,,,,,,,
"R-000207","03-10","ILR","E003011","MK_204","Vestfrost",,"E","R134A","Yes",136,75,0,0,2010,"Working_well","In_use",,,,,,,,,,
"R-001452","06-116","ILR","E3111M","TCW_2000_AC","DOMETIC",,"E","R134A","Yes",118,60,42,0,2010,"Working_well","In_use",,,,,,,,,,
"R-001453","06-124","ILR","E3111M","TCW_2000_AC","DOMETIC",,"E","R134A","Yes",118,60,42,0,2010,"Working_well","In_use",,,,,,,,,,
"R-000190","02-59","ILR","E3107","TCW_3000","DOMETIC",,"E","R134A","Yes",278,126.5,0,0,2010,"Working_well","In_use",,,,,,,,,,
"R-000424","03-135","ILR","E3107","TCW_3000","DOMETIC",,"E","R134A","Yes",278,126.5,0,0,2010,"Working_well","In_use",,,,,,,,,,
"R-000425","03-120","ILR","E3107","TCW_3000","DOMETIC",,"E","R134A","Yes",278,126.5,0,0,2010,"Working_well","In_use",,,,,,,,,,
"R-000426","03-70","ILR","E3107","TCW_3000","DOMETIC",,"E","R134A","Yes",278,126.5,0,0,2010,"Working_well","In_use",,,,,,,,,,
"R-000427","03-130","ILR","E3107","TCW_3000","DOMETIC",,"E","R134A","Yes",278,126.5,0,0,2010,"Working_well","In_use",,,,,,,,,,
"R-000459","01-14","ILR","E3107","TCW_3000","DOMETIC",,"E","R134A","Yes",278,126.5,0,0,2010,"Working_well","In_use",,,,,,,,,,
"R-000647","01-108","ILR","E3107","TCW_3000","DOMETIC",,"E","R134A","Yes",278,126.5,0,0,2010,"Working_well","In_use",,,,,,,,,,
"R-000677","01-120","ILR","E3107","TCW_3000","DOMETIC",,"E","R134A","Yes",278,126.5,0,0,2010,"Working_well","In_use",,,,,,,,,,
"R-000729","01-124","ILR","E3107","TCW_3000","DOMETIC",,"E","R134A","Yes",278,126.5,0,0,2010,"Working_well","In_use",,,,,,,,,,
"R-000730","01-127","ILR","E3107","TCW_3000","DOMETIC",,"E","R134A","Yes",278,126.5,0,0,2010,"Working_well","In_use",,,,,,,,,,
"R-000731","01-123","ILR","E3107","TCW_3000","DOMETIC",,"E","R134A","Yes",278,126.5,0,0,2010,"Working_well","In_use",,,,,,,,,,
"R-000930","04-54","ILR","E3107","TCW_3000","DOMETIC",,"E","R134A","Yes",278,126.5,0,0,2010,"Working_well","In_use",,,,,,,,,,
"R-001201","05-116","ILR","E3107","TCW_3000","DOMETIC",,"E","R134A","Yes",278,126.5,0,0,2010,"Working_well","In_use",,,,,,,,,,
"R-001202","05-129","ILR","E3107","TCW_3000","DOMETIC",,"E","R134A","Yes",278,126.5,0,0,2010,"Working_well","In_use",,,,,,,,,,
"R-001203","05-117","ILR","E3107","TCW_3000","DOMETIC",,"E","R134A","Yes",278,126.5,0,0,2010,"Working_well","In_use",,,,,,,,,,
"R-001204","05-125","ILR","E3107","TCW_3000","DOMETIC",,"E","R134A","Yes",278,126.5,0,0,2010,"Working_well","In_use",,,,,,,,,,
